Financial Institution Name,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1
1ST FINANCIAL BANK USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.521,0.487,0.394,0.366,0.366,0.336,0.301,0.259,0.0,0.0
ALLFIRST BANK,149.013,131.908,132.427,183.958,149.131,108.758,94.13,81.253,86.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLY BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,64.0,67.0,68.0
AMALGAMATED BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.159,0.0,8.024,7.651,0.506,0.0,0.0,21.909,19.111,44.111,53.571,25.109,17.515,15.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AMEGY BANK, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.118,37.196,40.936,43.677,52.645,65.762,60.827,84.124,78.423,71.909,54.359,56.662,49.221,53.893,48.09,48.686,47.299,64.29,87.199,85.542,80.251,66.357,65.294,82.596,81.951,79.532,61.269,72.692,70.99,74.642,68.312,77.424,71.223,71.789,70.937,71.216,74.825,77.217,60.436,47.982,46.942,48.531,42.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMERICAN EXPRESS CENTURION BANK,0.012,0.016,0.012,0.011,0.021,0.022,0.016,0.013,0.017,0.014,0.015,0.013,0.019,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMERICAN NATIONAL BANK AND TRUST COMPANY OF CHICAGO,147.942,144.968,131.878,140.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMSOUTH BANK,116.404,106.037,120.367,123.661,119.42,112.245,123.335,78.36,70.434,62.848,60.364,73.617,91.501,89.169,114.696,147.978,143.269,140.71,95.017,103.193,108.716,105.503,115.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARVEST BANK,0.06,0.06,0.06,0.045,0.045,8.343,7.971,10.075,10.89,11.025,14.717,15.837,12.017,10.675,10.155,15.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASSOCIATED BANK, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.799,193.67,195.718,196.753,196.305,195.008,214.139,220.718,233.854,231.52,247.651,243.798,233.324,0.0,0.0,0.0,0.0,0.0,0.0,231.376,227.552,220.6,215.649,203.205,234.434,230.434,225.559,225.647,228.694,227.011,246.389,214.046,215.026,201.795,188.667,184.366,159.73,144.758
BANCO POPULAR DE PUERTO RICO,233.0,243.0,230.0,379.0,371.0,367.0,391.0,400.0,417.0,408.0,90.0,101.0,103.0,87.0,83.0,135.0,138.0,131.0,161.0,326.0,325.0,267.0,387.0,499.0,470.0,446.0,552.0,574.0,552.0,502.0,561.0,504.0,505.0,481.0,663.0,611.0,637.0,535.0,716.0,875.0,894.0,489.0,505.0,576.0,649.0,457.0,463.0,642.0,614.0,641.0,700.0,841.0,829.0,626.0,663.0,752.0,759.0,623.0,595.0,576.0,201.0,200.0,196.0,207.0,195.0,194.0,198.0,196.0,194.0,193.0,178.0,178.0,177.0
BANCO POPULAR NORTH AMERICA,8.884,9.731,12.338,11.666,11.293,14.581,13.786,13.559,7.342,8.872,16.182,16.909,17.058,16.825,16.855,10.397,15.027,14.583,14.151,13.407,14.544,14.085,14.045,11.992,9.8,9.584,9.39,8.734,8.587,4.62,4.393,2.695,2.672,2.65,2.446,1.807,1.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANCO POPULAR, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANCO SANTANDER PUERTO RICO,39.913,39.9,21.0,31.502,21.049,21.052,21.01,21.0,21.165,21.009,52.525,52.551,52.503,52.5,52.5,52.519,52.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANCORPSOUTH BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.639,26.02,30.491,28.602,26.866,28.238,28.303,18.406,19.883,19.253,24.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANK CALUMET, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.753,8.479,8.718,8.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANK OF AMERICA, NATIONAL ASSOCIATION",3772.0,3606.0,4037.0,3875.0,2427.0,2267.0,2278.0,2476.0,2834.0,3254.0,3693.293,4533.652,4502.072,4501.974,5193.569,5454.69,5184.792,5666.214,6588.303,6995.549,7111.572,7675.367,8441.266,8898.138,9184.809,9174.357,9634.391,10099.983,11033.974,11949.274,14543.529,15169.659,14527.67,14796.012,14865.389,15230.54,15034.256,14665.933,14254.507,14804.006,14936.854,15128.66,15001.044,15232.217,14737.095,14110.017,14585.141,15175.355,13830.0,13529.0,13801.0,14398.0,13972.0,13253.0,13521.0,13204.0,12916.0,12616.0,13046.0,14662.0,14911.0,18738.0,19008.0,19254.0,19411.0,19165.0,19358.0,19710.0,19806.0,18994.0,18882.0,21050.0,20346.0
BANK OF GUAM,14.1,11.885,16.982,0.0,0.0,0.0,10.0,10.0,20.0,17.5,14.159,11.658,9.158,9.158,8.25,8.25,8.25,8.25,7.365,7.365,7.365,7.365,10.399,10.419,16.419,16.419,9.679,9.679,10.177,10.177,0.0,0.0,0.0,0.0,33.003,32.747,32.274,61.3,58.568,56.904,67.215,56.42,48.487,46.598,44.676,42.739,39.855,38.873,37.877,36.898,35.893,34.869,52.331,50.901,49.388,47.91,47.41,46.445,46.961,47.059,47.129,46.72,26.94,30.283,29.263,28.364,27.156,25.931,24.688,23.442,15.112,14.128,13.137
BANK OF HAWAII,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.05,0.044,0.036,0.029,0.023,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605,1.605,4.29,5.925,5.925,6.648,6.648,7.514,7.514,10.196,10.196,10.196,10.196,10.196,10.196,10.196,10.196,9.815,9.135,9.135,8.731,7.953,7.517,7.113
"BANK OF NEW YORK MELLON, THE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,59.0,83.0,77.0,85.0,90.0,142.0,28.0,45.0,26.0,28.0,46.0,33.0,23.0,61.0,61.0,72.0,101.0,74.0,62.0,62.0,78.0,99.0,82.0,99.0,73.0,78.0,99.0,65.0,74.0,69.0,76.0,59.0,64.0,186.0,95.0,89.0,496.0,106.0,115.0,173.0,109.0
"BANK OF NEW YORK, THE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.126,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANK OF OKLAHOMA, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833,20.374,19.873,20.557,33.514,34.692,33.473,33.82,31.753,30.773,33.192,25.309,40.142,32.04,33.117,31.931,28.544,30.056,28.793,27.252,25.563,24.506,23.203,17.716,22.632,42.331,63.432,94.274,92.904,116.184,144.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANK OF THE WEST,0.0,0.0,0.0,0.0,0.0,23.948,28.737,31.337,23.088,28.272,24.717,21.722,21.439,24.964,22.585,23.745,30.067,28.659,49.535,51.183,56.797,40.456,40.548,42.984,41.901,52.383,51.318,56.965,53.175,47.602,54.739,58.622,57.173,48.509,52.325,50.15,43.304,38.893,36.864,37.779,37.613,35.733,32.637,29.448,43.9,46.869,50.329,50.529,49.671,47.875,54.218,67.245,61.128,45.289,64.935,80.623,109.866,111.573,128.419,172.052,167.931,167.599,177.489,113.242,139.112,136.653,211.308,184.012,182.263,187.742,153.106,149.014,151.763
BANK OF TOKYO-MITSUBISHI TRUST COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.199,45.726,46.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANK OF TOKYO-MITSUBISHI UFJ TRUST COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.792,47.332,47.882,48.435,48.998,49.563,50.139,50.921,51.509,52.099,52.701,53.305,53.921,54.539,55.169,55.801,56.446,57.093,57.753,58.415,59.09,59.767,60.458,59.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANK ONE, INDIANA, NATIONAL ASSOCIATION",23.118,25.111,17.585,29.367,17.195,16.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANK ONE, NATIONAL ASSOCIATION",302.8,316.025,306.843,404.064,436.0,458.0,629.0,661.0,657.0,649.0,729.0,773.0,815.0,1069.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMO HARRIS BANK NATIONAL ASSOCIATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.747,221.646,204.692,254.144,321.355,449.67,521.188,528.829,609.99,662.951,864.383,795.253,896.469,1177.665,1266.112,1393.833,1315.923,1694.295,1755.68,1647.786,1711.56,1812.51,1901.92,2071.778,2231.557,2620.572,2607.232,2578.387,2551.515,2637.368,2582.858
"BNY MELLON, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,7.91,8.03,28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BOKF, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.752,276.294,365.31,279.479,299.592,350.586,401.427,504.609,528.644,533.798,563.167,627.472,617.99,692.769,725.545,747.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRANCH BANKING AND TRUST COMPANY,97.903,101.259,102.099,99.632,89.768,86.33,98.842,91.951,86.269,73.167,67.887,66.424,68.946,75.831,78.476,80.769,70.693,67.469,63.805,58.755,57.403,52.838,1155.128,992.874,1199.301,1244.119,1316.453,1442.622,1647.801,1990.629,2125.071,2379.248,2589.742,2849.273,2987.659,3010.537,3102.85,3089.094,3220.216,3612.84,3682.667,3729.166,3828.262,3797.274,3815.383,3802.358,3688.452,3701.245,3743.736,3740.383,4038.695,4063.012,4183.845,4144.647,4154.274,4361.587,4482.768,4663.396,5380.354,4918.776,4984.028,5188.086,5323.255,5305.703,5429.143,5786.0,5934.0,6135.0,6156.0,6087.0,5961.0,5938.0,5847.0
BRANCH BANKING AND TRUST COMPANY OF SOUTH CAROLINA,6.585,6.55,5.401,5.41,5.289,5.149,4.931,4.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRANCH BANKING AND TRUST COMPANY OF VIRGINIA,11.934,11.583,10.716,10.384,29.413,28.615,27.39,28.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
